Día,Campaña,Coste,Impresiones,Clics,CPC medio,Avg. CPM,CTR,CPV medio,Valor conv. total
6 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,190431,10102,4451,42.78386879352954,18850.821619481292,0.4406058206295783,0,7373249.98727
7 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,177810,10301,4317,41.18832522585128,17261.430929036018,0.4190855256771187,0,6891474.44673
8 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,155697,8690,4257,36.57434813248767,17916.800920598387,0.489873417721519,0,7841119.08321
9 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,177244,11222,4504,39.352575488454704,15794.332561040814,0.40135448226697557,0,5970119.63148
10 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,180020,10664,4453,40.42667864361105,16881.095273818453,0.41757314328582146,0,7228084.175679999
11 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,180126,9953,4299,41.89951151430565,18097.65899728725,0.4319300713352758,0,6388430.244830001
12 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,179689,10984,4375,41.071771428571424,16359.158776402039,0.398306627822287,0,6453627.939990001
13 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,199132,10511,3891,51.17758930866101,18945.105127961186,0.3701836171629721,0,5554266.02535
14 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,197105,9668,4074,48.38119783996073,20387.36036408771,0.42139015308233346,0,6314135.422649997
15 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,197031,10722,4574,43.076300830782685,18376.32904308898,0.42659951501585525,0,7107060.716659998
16 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,204954,11477,4656,44.019329896907216,17857.802561645032,0.40568092707153436,0,7654194.31644
17 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,205216,10831,4385,46.79954389965793,18947.096297664113,0.40485643061582494,0,6592024.730890002
18 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,194679,10815,4491,43.348697394789575,18000.832177531203,0.41525658807212207,0,8072612.443739999
19 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,192545,10805,4587,41.97623719206453,17819.99074502545,0.42452568255437295,0,8124862.684870003
20 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,189123,11087,4594,41.167392250761864,17058.086046721382,0.4143591593758456,0,9053151.787780005
21 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,200981,10399,4252,47.26740357478833,19326.9545148572,0.40888546975670736,0,6925748.71042
22 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,204388,11158,4595,44.48052230685528,18317.619645097686,0.41181215271554045,0,7348339.947279999
23 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,192646,11416,4788,40.235171261487054,16875.087596355992,0.41941135248773653,0,8315397.8461
24 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,231723,13179,4841,47.86676306548234,17582.74527657637,0.3673268078002883,0,8755526.00325
25 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,237607,12523,5189,45.79051840431683,18973.648486784317,0.4143575820490298,0,8076688.36738
26 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,435755,16530,6055,71.96614368290669,26361.464004839683,0.3663036902601331,0,11735745.90497
27 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,339903,13782,5376,63.226004464285715,24662.821070962123,0.39007400957771005,0,8959908.164910005
28 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,301642,15160,6521,46.25701579512345,19897.229551451186,0.43014511873350925,0,9903585.195809996
29 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,366750,14274,5692,64.43253689388615,25693.568726355614,0.3987669889309234,0,10641569.943780001
30 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,300328,11966,4982,60.2826174227218,25098.445595854922,0.4163463145579141,0,10410485.387929998
31 ago 2021,Metrix - Skechers - Brand - Search - Conversiones,299683,12077,5051,59.33141952088695,24814.357870332035,0.4182330048853192,0,9568339.387160001
1 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,197768,11233,4968,39.808373590982285,17605.982373364197,0.4422683165672572,0,8641359.023640001
2 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,199785,10955,5011,39.869287567351826,18236.878137836604,0.4574167047010497,0,8725438.177750003
3 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,195368,10807,4930,39.628397565922924,18077.91246414361,0.4561858054964375,0,8764029.307600005
4 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,197739,12916,5799,34.09881013967925,15309.615980179622,0.44897801176834934,0,10485115.912530003
5 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,195452,14044,6270,31.172567783094102,13917.117630304756,0.44645400170891486,0,13226728.386340002
6 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,198121,14315,6394,30.985455114169536,13840.097799511002,0.4466643381068809,0,11813466.580800006
7 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,203943,14650,6345,32.142316784869976,13921.023890784983,0.4331058020477816,0,11165270.609080002
8 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,197473,13698,6130,32.2141924959217,14416.192144838664,0.4475105854869324,0,11352608.344279999
9 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,206878,14812,6504,31.80781057810578,13966.918714555766,0.4391034296516338,0,9121591.012999997
10 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,197909,13592,5864,33.749829467939975,14560.69746909947,0.43143025309005295,0,8695379.976200003
11 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,216462,15258,6248,34.64500640204866,14186.787259142746,0.4094901035522349,0,11327057.009370005
12 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,245459,16199,6843,35.870086219494375,15152.72547688129,0.4224334835483672,0,12306528.03897
13 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,190310,13123,5705,33.35845749342682,14502.019355330338,0.4347329116817801,0,8156785.698299998
14 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,189081,12677,5465,34.59853613906679,14915.279640293445,0.4310956850989982,0,7736168.61773
15 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,189177,12342,5227,36.192270901090495,15327.90471560525,0.42351320693566685,0,6833981.2553
16 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,170123,11071,4621,36.81519151698767,15366.54322102791,0.4173968024568693,0,7016204.145309998
17 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,145081,9701,4005,36.22496878901374,14955.262344088238,0.41284403669724773,0,5395191.410399999
18 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,132495,8444,3630,36.5,15691.023211747988,0.42989104689720514,0,5832732.951340001
19 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,199919,11567,4896,40.833129084967325,17283.565315120602,0.42327310452148353,0,8473331.02097
20 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,300704,15142,6094,49.34427305546439,19858.935411438386,0.40245674283450006,0,9849188.057600005
21 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,231668,15663,6669,34.7380416854101,14790.780821043223,0.4257805018195748,0,9409030.958870001
22 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,238881,15546,6287,37.99602354063941,15366.074874565804,0.40441271066512285,0,9265738.214180002
23 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,234398,14874,6188,37.87944408532644,15758.908161893238,0.41602796826677424,0,9610617.212450005
24 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,194573,15183,6492,29.971195317313615,12815.188039254428,0.4275834815253902,0,9799309.73643
25 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,178557,14412,5867,30.434123061189705,12389.467110741049,0.40709131279489313,0,10120424.19788
26 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,194049,15504,6454,30.066470405949797,12516.06037151703,0.4162796697626419,0,10773590.499920003
27 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,149059,11905,4802,31.041024573094543,12520.705585888281,0.40335993280134397,0,8021984.008730001
28 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,149235,13196,5701,26.176986493597614,11309.108820854804,0.4320248560169748,0,8800340.020660002
29 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,149077,11741,5344,27.89614520958084,12697.129716378502,0.45515714164040544,0,9326764.75616
30 sept 2021,Metrix - Skechers - Brand - Search - Conversiones,148705,11812,5352,27.784940209267564,12589.315949881477,0.45309854385370807,0,7706482.474220001
1 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,223604,14406,6063,36.88009236351641,15521.588227127586,0.42086630570595585,0,9529163.18319
2 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,233921,15322,6461,36.20507661352732,15267.001696906409,0.4216812426576165,0,8655471.632989999
3 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,351858,17130,7186,48.96437517394934,20540.45534150613,0.41949795680093405,0,11655824.651069999
4 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,2503794,56314,25348,98.77678712324443,44461.30624711439,0.45011897574315446,0,63257621.57227998
5 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,1451966,32673,14088,103.06402612152186,44439.32298840021,0.43118170966853364,0,39597582.88526002
6 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,1328226,32695,14537,91.36864552521153,40624.743844624565,0.4446245603303257,0,57920010.395410016
7 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,721065,25584,10635,67.80112834978843,28184.216697936212,0.4156894934333959,0,22793170.325489998
8 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,238925,13326,5358,44.59219858156028,17929.23607984392,0.4020711391265196,0,8528583.928909998
9 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,257229,11625,4725,54.44,22127.22580645161,0.4064516129032258,0,6515358.46687
10 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,259034,10975,4616,56.11655112651646,23602.186788154897,0.42059225512528475,0,6975231.227
11 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,246452,12570,5414,45.521241226449945,19606.364359586318,0.43070803500397775,0,7524971.711699998
12 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,233680,12419,5287,44.198978626820505,18816.329817215556,0.42571865689669053,0,6664885.311299998
13 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,216116,14261,5545,38.974932371505865,15154.337003015216,0.3888226632073487,0,7793854.560729999
14 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,198579,13629,5436,36.530353200883,14570.32797710764,0.3988553819062294,0,6327351.974389999
15 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,243254,13485,5291,45.975051975051976,18038.857990359662,0.3923618835743419,0,7066854.291239998
16 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,270957,13097,4789,56.57903528920443,20688.478277468126,0.36565625715812783,0,7549321.361659999
17 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,303815,16124,5953,51.03561229632118,18842.408831555447,0.3692011907715207,0,8257564.494180002
18 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,236219,12091,5112,46.20872456964006,19536.762881482093,0.422793813580349,0,9344172.16393
19 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,242299,11331,4767,50.82840360813929,21383.726061247904,0.4207042626423087,0,7961472.941980001
20 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,259379,11438,4679,55.43470827099807,22676.954012939328,0.4090750131141808,0,8451694.67251
21 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,259268,11306,4671,55.505887390280456,22931.894569255262,0.4131434636476207,0,7156124.081499999
22 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,395654,17810,5828,67.88846945778997,22215.272318921954,0.32723189219539583,0,6990798.805499999
23 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,453543,18164,5829,77.80802882141019,24969.33494824928,0.32090949130147545,0,8331413.620219999
24 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,549218,18030,5602,98.03962870403427,30461.342207432055,0.31070438158624514,0,7736502.485899999
25 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,362372,12988,4256,85.1437969924812,27900.52356020942,0.32768709578072064,0,5410909.96082
26 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,371909,16561,5709,65.14433350849536,22456.91685284705,0.3447255600507216,0,11792707.005620003
27 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,238086,14089,5065,47.006120434353406,16898.71530981617,0.359500319398112,0,10441523.13068
28 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,379005,18691,6581,57.59079167299802,20277.406238296506,0.3520945909796159,0,13170651.198640002
29 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,436676,16030,5657,77.19215131695245,27241.17280099813,0.3529008109794136,0,8891545.56567
30 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,416283,14282,5415,76.87590027700831,29147.38832096345,0.37914857863044393,0,10733436.245920002
31 oct 2021,Metrix - Skechers - Brand - Search - Conversiones,396633,14109,5546,71.51694915254237,28112.05613438231,0.39308242965483026,0,10437760.551760003
1 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,273653,10527,4512,60.65004432624114,25995.34530255533,0.4286121402108863,0,9938028.493460003
2 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,273275,10215,4270,63.99882903981265,26752.325012236906,0.4180127263827704,0,8924534.88057
3 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,272499,10202,4323,63.03469812630118,26710.350911585963,0.4237404430503823,0,9203597.585080002
4 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,250953,10325,4133,60.71933220421002,24305.375302663437,0.4002905569007264,0,8272311.799819999
5 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,225371,13308,5416,41.6120753323486,16935.001502855423,0.40697324917342953,0,10619502.442899998
6 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,275931,13828,5790,47.656476683937825,19954.512583164596,0.4187156494070003,0,12158922.28391
7 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,251607,11522,4654,54.062526858616245,21837.09425446971,0.40392293004686686,0,10384177.66875
8 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,251159,14065,5548,45.270187454938714,17857.020974049057,0.39445431923213653,0,13467929.193550006
9 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,259499,13204,5276,49.18479909021986,19653.05967888519,0.3995758860951227,0,11715025.89982
10 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,256392,12839,5251,48.827270996000756,19969.779577848745,0.4089882389594205,0,11544174.172709998
11 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,254705,12135,4933,51.632880600040544,20989.28718582612,0.4065100947672023,0,9377494.55013
12 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,253931,12076,4937,51.43427182499494,21027.740973832395,0.4088274263000994,0,7470238.561140001
13 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,252979,11483,4753,53.22512097622554,22030.741095532525,0.41391622398327965,0,7539057.352479998
14 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,249597,12046,5078,49.15261914139425,20720.32209862195,0.42155072223144613,0,11006633.107110001
15 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,220490,11886,5088,43.33529874213836,18550.395423186943,0.42806663301362946,0,9241988.906100001
16 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,228661,12702,5353,42.716420698673645,18001.968193985198,0.4214296961108487,0,8497112.079330001
17 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,234590,13240,5360,43.76679104477612,17718.277945619335,0.40483383685800606,0,8855005.882770002
18 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,245064,13330,5202,47.10957324106113,18384.396099024758,0.3902475618904726,0,7883513.30487
19 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,255626,14270,5445,46.946923783287424,17913.5248773651,0.3815697266993693,0,7294482.30179
20 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,301316,15522,5949,50.64985711884351,19412.18915088262,0.383262466177039,0,8901351.05649
21 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,317015,14188,5814,54.52614379084967,22343.8821539329,0.40978291513955456,0,10029441.230310002
22 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,310611,16167,6566,47.30597014925373,19212.655409166822,0.40613595595967095,0,10740929.477859998
23 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,319748,14815,5919,54.02061158979557,21582.7202159973,0.3995275059061762,0,8415733.352679998
24 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,341652,14231,5718,59.750262329485835,24007.589066123248,0.4017988897477338,0,7222985.925810001
25 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,323859,12965,5459,59.325700677779814,24979.48322406479,0.4210566910913999,0,7511510.365560001
26 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,322662,10755,4698,68.68071519795657,30001.115760111577,0.43682008368200836,0,5847036.096
27 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,307116,10989,4432,69.29512635379061,27947.583947583946,0.4033124033124033,0,6797429.97967
28 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,307098,12616,5334,57.57367829021373,24341.946734305642,0.4227964489537096,0,10959306.22334
29 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,331276,15323,6653,49.793476627085525,21619.52620244078,0.4341839065457156,0,11747394.222410003
30 nov 2021,Metrix - Skechers - Brand - Search - Conversiones,254281,12114,5726,44.40813831645127,20990.671949810134,0.4726762423642067,0,11529411.56642
1 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,233331,11130,5294,44.074612769172646,20964.150943396224,0.4756513926325247,0,10809163.551979996
2 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,269020,11273,5369,50.10616502141926,23864.100062095273,0.47627073538543424,0,11831638.961369997
3 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,278290,11275,5029,55.33704513819845,24682.039911308206,0.4460310421286031,0,10331435.40801
4 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,306226,12607,5303,57.745804261738634,24290.156262393906,0.42063932735781706,0,11807985.620840006
5 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,320507,12314,5507,58.1999273651716,26027.854474581778,0.4472145525418223,0,13058969.380980002
6 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,355087,15196,6852,51.82238762405137,23367.136088444324,0.45090813371939986,0,13770261.05835
7 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,334014,14857,6482,51.52946621413144,22481.92771084337,0.4362926566601602,0,13894786.835369997
8 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,340402,13793,6141,55.43103729034359,24679.33009497571,0.44522583919379394,0,14089016.687639998
9 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,327077,14202,6340,51.589432176656146,23030.34783833263,0.44641599774679624,0,13844467.76077
10 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,278881,11806,5681,49.09012497799684,23621.971878705743,0.48119600203286467,0,7771505.546349999
11 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,236198,11757,5358,44.083240014930944,20089.988942757507,0.45572850216892064,0,13948987.182750002
12 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,253988,12782,5917,42.92513097853642,19870.755750273824,0.4629166014708183,0,14664720.800379999
13 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,263491,13229,6225,42.327871485943774,19917.68085267216,0.4705571093809056,0,15914980.065760002
14 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,269865,12630,6215,43.42156074014481,21366.983372921615,0.4920823436262866,0,17100941.64605
15 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,295906,13633,6626,44.65831572592816,21705.127264725295,0.48602655321646004,0,12456629.72406
16 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,257429,12818,5990,42.97646076794658,20083.398346075828,0.4673115930722422,0,7772892.410190001
17 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,250217,13190,6117,40.905182278894884,18970.204700530703,0.4637604245640637,0,4634688.768660001
18 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,248673,12916,5825,42.69064377682403,19253.096934035304,0.4509910188912976,0,3564936.5561
19 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,206850,8857,4172,49.580536912751676,23354.408942079714,0.47103985548154004,0,3124152.08274
20 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,244006,13759,6421,38.00124591185173,17734.28301475398,0.46667635729340795,0,4490771.47349
21 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,237046,13283,6279,37.75218983914636,17845.817962809608,0.4727094782805089,0,3916758.06029
22 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,209515,12223,5642,37.13488124778447,17141.045569827373,0.4615888079849464,0,2022628.66507
23 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,155645,9976,4347,35.80515297906602,15601.944667201282,0.4357457898957498,0,1168956.59582
24 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,77228,5588,2203,35.05583295506128,13820.32927702219,0.39423765211166784,0,645741.57516
25 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,123895,7968,3494,35.45935890097309,15549.071285140562,0.43850401606425704,0,564871.43446
26 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,163262,9772,4475,36.48312849162011,16707.12239050348,0.45794105607859187,0,1268539.07794
27 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,189000,11029,5150,36.699029126213595,17136.63976788467,0.4669507661619367,0,1186883.6321
28 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,144271,8974,4101,35.179468422336015,16076.55449075106,0.45698685090260754,0,1497275.88934
29 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,131913,8097,3727,35.39388247920579,16291.589477584292,0.4602939360256885,0,1001410.44874
30 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,111303,7097,3404,32.69770857814336,15683.105537551077,0.4796392842045935,0,909468.79494
31 dic 2021,Metrix - Skechers - Brand - Search - Conversiones,58641,4171,1916,30.605949895615865,14059.218412850636,0.4593622632462239,0,791267.09332
1 ene 2022,Metrix - Skechers - Brand - Search - Conversiones,66688,4159,2056,32.43579766536965,16034.623707622024,0.4943496032700168,0,549923.11642
2 ene 2022,Metrix - Skechers - Brand - Search - Conversiones,109023,6761,3338,32.661174355901736,16125.277325839372,0.4937139476408815,0,1185509.35258
